frame_id,object_id,class,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,velocity_kmph
7,77,Car,0.36515817046165466,504.7959274443619,291.85695121626713,519.2466592470859,303.1145496189373,0.6675959598835596
7,75,Car,0.5721639394760132,665.8808274008959,292.95972125638633,687.1654528533968,308.6939555393811,3.103734683375261
7,74,Car,0.825212836265564,529.1456084788359,299.23380722458137,565.3881658457984,326.21001701644104,0.22655118251050363
8,77,Car,0.40551334619522095,504.56522692879804,290.7683757512657,519.0441261542429,301.9343636051934,1.4911819012992775
8,75,Car,0.5879112482070923,666.0104500881944,291.8894589165423,687.4461929521694,307.96740098907236,2.9920802472728782
8,74,Car,0.8175839781761169,528.985190535338,298.223248729766,565.1955645552118,324.95790896205307,0.6796505334619819
9,77,Car,0.4500633776187897,504.508694401256,290.18859225525176,518.8389770509789,301.3058392392383,2.243544470103743
9,75,Car,0.5487114787101746,665.8490723691682,290.8887636628584,687.5532509447958,307.25436248554297,2.943900770069218
9,74,Car,0.7932364344596863,528.7836172662066,297.4144752104353,564.9641509580549,323.9525656469831,1.1825052798226001
10,82,Car,0.459107369184494,353.82958403253235,293.1761601251967,373.58790449074786,305.049099885856,0.0
10,77,Car,0.45914265513420105,504.3314591366116,289.5791457653739,518.8811115280506,300.9445277191931,2.5915964661052993
10,76,Car,0.6006757020950317,105.08697821879723,310.3292513958805,161.2584821236304,331.2609935889171,80.68179379061048
10,75,Car,0.6690863370895386,665.6575241001358,290.4894756399912,687.8255291151465,307.00974372558943,2.797779195454379
10,74,Car,0.7990083694458008,528.6469787447456,296.88866283201105,564.8337364940317,323.3500598808904,1.3808241449869922
11,82,Car,0.5982182025909424,351.16877061400555,292.9598572340999,371.0242589431317,304.9978897694177,29.333113598137704
11,80,Car,0.6713218092918396,783.2067098494122,305.66460075902245,828.5234260099253,328.58427480158394,0.0
11,77,Car,0.4810516834259033,504.1176704815723,289.4587345139847,518.7354422777781,300.8603164350916,3.7307886825573524
11,76,Car,0.4944016635417938,81.59405626191861,310.44519683383925,139.81623605026115,332.4970607082848,82.68098103973594
11,75,Car,0.6155571341514587,665.7766087413793,290.25241150297956,688.0446896891492,306.7654670244029,3.1645627819932756
11,74,Car,0.8101231455802917,528.4706109355218,296.6734826232966,564.6522874628022,323.0736278227176,1.9248563756662367
12,82,Car,0.40196263790130615,348.33522612393364,292.5782506137882,368.74874206276553,305.0754757112585,27.9493514289112
12,80,Car,0.34667736291885376,783.8172904217291,304.2685450503467,827.3493023172388,327.69081130062807,6.795038296628764
12,77,Car,0.4010675251483917,503.75530641163493,288.953133355347,518.4051318676513,300.5681927419085,4.458311587047436
12,76,Car,0.5304750204086304,59.16223332202811,310.5383958639993,121.73589796937765,333.64761740684,82.48528201426053
12,75,Car,0.6045026779174805,666.1099821205021,289.9647076716264,688.1917580447744,306.56712473554643,3.1690862662391996
12,74,Car,0.8097356557846069,528.4169313343848,296.3923914828537,564.5039777970605,322.69078897700234,2.0296069483999393
13,82,Car,0.4461809992790222,345.0892662789832,292.8760306696575,365.81057873028016,305.61131355650156,29.18614075703533
13,80,Car,0.495524525642395,792.1371937187308,304.67354452814294,830.2073628584677,327.7349247238339,15.765825283700428
13,77,Car,0.34197553992271423,503.4510665090745,287.1559660125441,518.5744532005142,299.59240007205904,5.7640011790740635
13,76,Car,0.31695884466171265,32.54888239121519,311.48261061346375,101.19168850104597,336.48470613143127,80.52691900804962
13,75,Car,0.5821722745895386,666.5463483622813,289.6669559606415,688.4727848396197,306.33131499567963,3.2712548079952724
13,74,Car,0.8100976347923279,528.1357420953359,296.13355466895746,564.1058949647311,322.47581531967785,2.1978872402620366
14,82,Car,0.38466787338256836,342.1026562309736,293.5880277762263,362.95251882375123,306.32819868943756,29.704575345306484
14,80,Car,0.5753988027572632,796.6258866274701,305.4035076070371,830.4096410901187,327.92650217542246,15.317295318552437
14,77,Car,0.3545319139957428,503.1305098492105,288.0802397218973,518.3404081285138,300.3298240389472,4.710573103680702
14,76,Car,0.6166358590126038,5.859263367365436,312.04867139339854,78.14414326058878,338.2277924864529,80.86555762135391
14,75,Car,0.5877522230148315,666.7114696525804,289.88323212838276,688.4540222974475,306.58580106487176,2.7819336798461682
14,74,Car,0.8200693726539612,528.1516516412858,296.3927893582959,564.0047272749362,322.6141479319998,2.036265994877618
15,82,Car,0.4881051182746887,339.0333687835519,293.4728961924102,360.2004517130137,306.3929230259495,29.498667288070035
15,80,Car,0.7386906147003174,792.056311430418,303.91435407821484,828.1974738672909,327.66660312923864,6.345413023482074
15,77,Car,0.30025404691696167,502.96496747304593,288.48552362202645,518.0788056019867,300.52677703222355,4.486875182379828
15,76,Car,0.6822802424430847,-8.892690158235897,312.8005961252638,56.86412334651796,339.1795639659003,81.1135437314214
15,75,Car,0.5438152551651001,667.6727157271392,290.0787123205347,689.0910862834497,306.7264137691543,2.9645471228385474
15,74,Car,0.8248139023780823,528.0246527199708,296.3013919509285,563.7957786544059,322.47032316434456,2.1424662693550647
16,82,Car,0.47788870334625244,335.4086411585033,294.1508047736051,356.65070748031997,307.069693508374,30.900781547640726
16,80,Car,0.6753889918327332,790.0285457731727,303.5774795226229,827.6073499078864,327.65382088041457,3.718685473471717
16,75,Car,0.5164711475372314,668.5783710873725,290.25890654961796,689.8973894072417,306.7967928163337,3.2266000064515086
16,74,Car,0.8218158483505249,528.0241756828211,296.18191561144283,563.7140586387329,322.32136390580274,2.1468680918804
17,82,Car,0.5065401792526245,331.693948258949,294.2869047252003,353.22650690519464,307.1604966019329,31.923415922467
17,80,Car,0.5748908519744873,796.3287957036937,303.60832340253455,830.4450268415185,327.27885648648464,7.326221512639685
17,75,Car,0.4551903307437897,668.5614853370329,290.34279505257507,689.554742219931,306.83619314953137,2.4438255578610653
17,74,Car,0.8194904923439026,527.946644910992,295.8985211120548,563.7058231412947,322.0543362804567,1.6652681419878927
18,82,Car,0.523570716381073,328.4351644969775,294.76530995893603,349.8549077915855,307.51243290871736,32.62857470803037
18,80,Car,0.39618974924087524,799.5067325315224,303.4437951916753,831.7532420505665,327.0255821565344,8.134139406134416
18,75,Car,0.46061065793037415,667.3339354155079,289.9993457959322,689.4055864532357,306.8460063669121,1.594080599889689
18,74,Car,0.802547812461853,527.6019861206986,295.9626528242806,563.390683525948,322.0985928608955,1.2348953180495703
19,82,Car,0.46301600337028503,324.88256086343597,294.4311627128855,346.5684818632669,307.47019854837464,32.261039344940095
19,80,Car,0.6491312980651855,795.0591925466047,302.4868881429366,829.7206328071218,326.53782618753695,4.9312853381613015
19,75,Car,0.424367219209671,667.9440498426043,289.71352827061446,689.5515850010997,306.5366609425878,1.8735300244742308
19,74,Car,0.7926216125488281,527.5183777728873,295.4429145862401,563.4161139132468,321.607231283795,1.1696679586789618
20,82,Car,0.3723732531070709,320.94330164232434,294.3274662664482,342.9869438685301,307.4178583488768,33.451499941759366
20,80,Car,0.5509511232376099,792.670112144976,301.8419314529347,829.8813052500286,326.516008743181,3.745078130434121
20,75,Truck,0.35425588488578796,667.1457897434376,289.0434899810867,689.0861000534989,306.1878067592866,1.312594227922352
20,74,Car,0.8129642605781555,527.3425058077739,295.07113173224275,563.0971034125705,321.32885423899677,1.2253266016280027
21,84,Car,0.39236050844192505,354.35847178103575,291.5987717191958,370.8482648111909,303.1274564751588,0.0
21,82,Car,0.3894909620285034,316.6688656508327,292.70383533181484,339.1749823618658,306.15679986252803,34.14787033394021
21,80,Car,0.5872699022293091,791.1058982707883,300.89597644998827,830.1278739681085,325.63621537351327,3.467088503808037
21,75,Truck,0.3854982256889343,666.4428854901817,288.20284682279,688.9768138802942,305.70464700018556,1.2223914992354374
21,74,Car,0.8335843086242676,527.2066733611418,294.2005082489673,562.5782413535128,320.3536873698901,1.5797511501128843
22,84,Car,0.3512497842311859,351.42932324396196,291.9894643608174,367.76880908109086,303.2013141444632,36.28225188972227
22,82,Car,0.5261366367340088,312.17989288743354,291.9417519445708,335.4167981185575,305.9068478174661,33.99889465967681
22,80,Car,0.7299801707267761,791.1913483468094,300.22489350930255,831.5258573952295,325.2348897305245,2.086766964876033
22,75,Car,0.36876633763313293,668.0377781060511,288.00482881358516,689.7900511519586,305.3728475037051,1.658821186130913
22,74,Car,0.8481127619743347,527.3682943648711,293.60941300840705,562.415242008001,319.6548744412562,1.6941177722659246
23,84,Car,0.40409055352211,348.2606138191243,292.29531859079833,365.03040774983833,303.378367688306,36.40015149793614
23,82,Car,0.5472812056541443,307.68373706334773,291.606582575063,331.61876565138743,306.1095159119116,34.022154028079306
23,80,Car,0.7354806065559387,792.6429373569251,300.5853220657699,832.8717686441366,325.71786164682544,2.1454812496026094
23,75,Car,0.3843315839767456,668.1416272191271,288.5300487197099,690.0868136726723,305.8422388486991,1.608060247235342
23,74,Car,0.8487061262130737,527.526845435517,293.61989997732053,562.4488719351058,319.6241497563974,1.7771138783826919
24,84,Car,0.4671579599380493,344.94167478993865,292.0083445064152,362.9804461283139,303.86091842676825,32.88343147105553
24,82,Car,0.6372177600860596,303.13442539599515,291.19190157711586,328.0468619315978,306.3270768201905,33.74241773024557
24,80,Car,0.6671769022941589,795.0820428777224,300.4884747163864,834.7399958835974,325.83616377877496,3.230168965051592
24,75,Car,0.3907777667045593,668.7300359256018,288.85275952292824,690.4667170444151,305.9826874308281,1.3705474839991896
24,74,Car,0.8485127091407776,527.5519583466241,293.57469042591276,562.4164345071094,319.5233168956396,1.7250432344089641
25,84,Car,0.3726409673690796,342.4823572654893,291.6273880931226,360.8984698612909,303.59255755246613,30.789905937091458
25,82,Car,0.6065977215766907,297.9547258434954,292.0375480501317,323.67240010073755,307.6613772580621,33.81788903390046
25,80,Car,0.45478659868240356,797.2983961031133,300.4478329427207,835.9306175324565,326.0801913157491,4.765556259898814
25,75,Car,0.4708544909954071,669.3309264495218,289.63002722526437,690.7221861803051,306.515353651047,0.8089211216515574
25,74,Car,0.8385634422302246,527.3768473794998,293.9448962038506,562.2536501368131,319.8840729839593,1.4825681591936695
26,88,Car,0.6177936792373657,94.34530435496517,292.0587475402612,148.62607399993112,324.0581572425281,0.0
26,87,Car,0.7557275295257568,154.72578982621295,297.15539534942724,196.27231979784588,323.22653322944683,0.0
26,82,Car,0.5780821442604065,292.987469910354,292.7747011494991,319.5857849526042,308.85262995382465,33.7484813467851
26,80,Car,0.390878826379776,802.6733443246087,301.55774608681594,838.0296437777722,326.9394171390996,4.176061348235365
26,75,Car,0.5153859853744507,669.0515573324672,290.36705586603523,691.4045498046014,307.3092757705847,1.058960008717067
26,74,Car,0.8379727005958557,527.5247734889545,294.5589737549806,562.4674849792834,320.58071654798886,0.9414803582334481
27,88,Car,0.4217527508735657,68.4096181688646,292.28321558835967,128.47677851948106,326.55779843296705,90.91769505494065
27,87,Car,0.7970651984214783,141.2563096860641,297.6276168135168,185.34192128261074,324.1272891863194,62.24971979943219
27,82,Car,0.540887176990509,287.1851484798405,292.68047588203774,315.15952950998263,309.33669371322037,34.19706776557012
27,80,Car,0.42202863097190857,799.838295381434,300.5915332359224,836.9372113349335,326.2537178976779,1.928806090860409
27,75,Car,0.45962467789649963,668.9940259833957,290.01562860341596,691.0815398816956,306.6603860627064,1.5051311304348014
27,74,Car,0.8394163846969604,527.4406824416827,294.081925882546,562.253065322857,320.10288500863646,1.1783585144241548
28,88,Car,0.476056307554245,38.662180661513986,291.28094899291494,105.72779056334892,327.5998092663579,91.64466672218038
28,87,Car,0.7969784736633301,127.95657631641504,297.8497521820959,174.24494346810795,324.69794582421343,61.40101025748789
28,82,Car,0.5625450015068054,281.52472720451567,291.56674654358994,310.75589769451915,309.097144343433,33.875481289374534
28,75,Car,0.5369412899017334,669.2610000193596,289.0339968299928,691.3074389511527,305.63393196056586,1.5615654375138046
28,74,Car,0.8417070508003235,527.8578415304196,293.3607702065779,562.4978917360088,319.14077157808987,1.3339632195383453
29,88,Car,0.7406443357467651,10.602142103924763,290.83763096426344,82.32010078152675,328.8281737077739,88.89185214595807
29,87,Car,0.8061309456825256,113.00894831508963,297.71621778788835,161.58460029296762,325.3025519457507,62.35428293850137
29,82,Car,0.5809904336929321,275.3950928824785,290.79811524985513,305.31025888868794,309.2430830470957,33.84758100776128
29,75,Car,0.6465447545051575,668.1753090748905,287.78858983620927,691.3836344585945,304.6997511048373,1.9123335926794893
29,74,Car,0.8325192332267761,528.2061123435392,292.5117386570655,562.7299384559574,318.04692490278205,1.7218535698270274
30,90,Car,0.7795207500457764,796.4545256424998,296.3207613391421,836.7013362705173,321.2062955080047,0.0
30,88,Truck,0.4289083182811737,-7.50777625911611,291.04263991698883,60.096771573422515,329.7151681933501,83.09922445602798
30,87,Car,0.800758957862854,96.78006686669781,297.55628497315195,147.78579638821668,326.1718953067848,62.79550217501583
30,82,Car,0.568427324295044,268.7895475079456,290.06668527318794,299.4778101267816,309.4610318412503,33.86774233157752
30,75,Car,0.5526655912399292,668.3967365514593,287.2096250872493,691.8255395230112,304.18608774117575,2.3943852577850464
30,74,Car,0.831978976726532,528.366380655745,291.9456911921549,562.786827495148,317.29568043795035,1.6231350366212225
31,90,Car,0.8287692070007324,798.042716967608,295.6857688601849,839.1681272297534,320.96677716363115,11.075674144138878
31,88,Car,0.49373871088027954,-17.60801964869568,292.1588012061136,35.480924562749664,329.6566053575856,81.06616015984274
31,87,Car,0.8498189449310303,79.48148992971181,297.67538332196585,132.83006862765424,327.23260102966555,63.37758935541595
31,82,Car,0.5935375094413757,261.9320020423134,289.0351260274064,294.0023630156899,309.73652814434257,33.21042204017454
31,75,Car,0.5870611667633057,668.3039556259878,286.5599628394183,692.5179891933522,303.70789688046034,1.8880877124972364
31,74,Car,0.8447371125221252,528.5133761026423,291.56406187120325,562.9098131199164,316.71663202695566,1.5643716049926808
32,90,Car,0.8112839460372925,800.1881931906828,295.0255374793543,843.0388615412976,320.98414824028714,13.241809163746193
32,87,Car,0.8435332179069519,59.876843346248364,297.82452407094354,116.38340556888565,328.49059993194123,64.14038208750661
32,82,Car,0.34842535853385925,254.7616043629994,291.5324311555654,287.17688070532716,311.6047745068813,36.43626185001909
32,75,Car,0.545522153377533,668.3768485527737,286.2501469600596,692.8866009427547,303.5476268249413,2.380300056281464
32,74,Car,0.842555046081543,528.5645409774555,291.47829620256624,562.9553129637032,316.43319285271474,1.6684982617547939
33,90,Car,0.7368233799934387,801.5610179831245,294.41790989821084,845.7364868507735,320.78262277878184,12.230899595774186
33,87,Car,0.8053773045539856,38.470663988207896,297.34602060157073,98.5155006383618,329.4225286118918,64.36502789179025
33,82,Car,0.3093241751194,246.41251091307433,292.4691071390845,279.35451279658287,312.380777041016,39.80160859333631
33,75,Car,0.6169957518577576,668.7349652741024,285.9784145542445,693.3658433772642,303.3738045541155,2.675184024897353
33,74,Car,0.8510339260101318,528.6904885166948,290.8711917363176,563.0529443217174,315.77971629189045,2.0134647741373572
34,90,Car,0.7667818069458008,801.4606342031752,294.10707222062933,846.0111412639819,320.6219274100321,9.283555036812217
34,87,Car,0.8331960439682007,15.211695338130035,297.652904036864,79.52151921913077,331.01116776114895,64.85241556367102
34,75,Car,0.6491208076477051,668.8199773965221,285.7632509865355,693.5644499511275,303.23205423030623,3.2288470636059787
34,74,Car,0.8575672507286072,528.5948422070074,290.6181053283139,562.861759442473,315.45801087688034,2.4049034941225274
35,90,Car,0.7741333246231079,801.5936439802529,293.90683816453884,845.9523247025072,320.38077485495,7.521663827046437
35,87,Car,0.8551183938980103,-2.3548451030708186,298.14687362578894,60.58573981748302,332.39394775204977,64.15367383252362
35,75,Car,0.6372823715209961,669.0608137541972,285.6467847554846,693.7350184642019,303.2069272972124,3.8984272136216167
35,74,Car,0.855877161026001,528.5183895137812,290.35787141910805,562.6651911417233,315.2042294307904,2.91332351852142
36,90,Car,0.7261099219322205,802.3015945226364,293.5565477926869,846.8532522180635,320.1347733436042,6.963938573799036
36,87,Car,0.8385174870491028,-12.382101904888154,298.18375340337167,41.47874878513111,332.1069218243612,65.80104943004142
36,75,Car,0.6307844519615173,669.2560663186991,285.437404217837,694.4919795001124,303.2044430758138,3.7289864186168598
36,74,Car,0.8625559210777283,528.4970170124145,290.1073998011887,562.5222193310224,315.03198021512657,2.75090834043102
37,90,Car,0.7104402184486389,803.1322368260325,293.3014226704048,848.155721239653,319.993169944402,6.726626236422498
37,82,Car,0.5061997771263123,209.17536744188916,292.84887643561393,247.56303994205936,314.4017824643235,43.07870441840043
37,75,Car,0.5750733017921448,669.1852598370522,285.37209645535677,694.4067188927515,303.23704238534856,2.8427107816418045
37,74,Car,0.8658282160758972,528.4877896319693,289.9506434664824,562.388768504005,314.9115310838732,2.300729674228094
38,90,Car,0.7743143439292908,803.503394158081,293.08062577920833,848.4048274041012,319.61024664339965,6.159158034166026
38,82,Car,0.5398776531219482,197.74778254948737,292.5282522302002,238.8529739041716,315.2960201760543,43.50267805224384
38,75,Car,0.5855574011802673,669.4459327513728,285.14436254246726,695.1759588618988,303.2135343601395,2.7121049773021872
38,74,Car,0.8631340265274048,528.5119245197844,289.76790437211173,562.2331252485516,314.77609675488236,1.8047169148352193
39,91,Car,0.5487315654754639,341.88107185638233,285.098186548154,359.94710279682084,297.539771218356,0.0
39,90,Car,0.7088638544082642,804.551579771019,292.82785970781816,849.1892291931048,319.1807856396517,6.065304341724287
39,82,Car,0.3571445941925049,183.42404015143094,295.26057923006096,224.15127773290473,317.17732433681334,50.05965099919422
39,75,Car,0.5805863738059998,669.1596715055314,284.9100181847166,695.1186137527047,303.11444562979796,2.172879880152981
39,74,Car,0.8689733147621155,528.4103101983234,289.4525593710077,562.0222012301359,314.43390975738936,1.6221649554912287
40,91,Car,0.417660653591156,339.6235639397512,284.8276055617881,357.65069208128045,297.3766375060478,24.605919495003025
40,90,Car,0.6082923412322998,805.4903533315706,292.39562352517135,849.5117584538219,318.7060810712874,5.312646445303528
40,82,Car,0.30080854892730713,168.8791312122654,296.66738940158024,209.7647848589608,318.03171762277833,56.36952377095741
40,75,Car,0.52801913022995,669.3210003123213,284.7531077972827,695.1381549745734,303.0036146031457,1.8163279741011313
40,74,Car,0.8629037737846375,528.3867136289892,289.0128180405038,561.8732524393566,313.9160804785282,1.6494076973222351
41,90,Car,0.7021648287773132,806.7877661428867,292.3386996637887,850.4638550174001,318.665316504914,4.242221257183551
41,75,Car,0.5631649494171143,669.252247315239,284.944461285261,695.197635686658,303.2225106870958,1.4687729919647037
41,74,Car,0.8641976714134216,528.3040685656506,288.9781431287619,561.7496171477569,313.8997060937169,1.5777968141676608
42,90,Car,0.6873596906661987,807.5441471551184,292.45644813211254,851.3569381274057,318.9883797767435,3.4476132531812507
42,75,Car,0.632580578327179,669.2821178478324,285.3817843731424,694.9750009130477,303.66786624103224,0.8930704146470655
42,74,Car,0.8594710826873779,528.2160922935645,289.1702965893132,561.6379679936554,314.14166896825014,1.1522511976419
43,93,Car,0.7405047416687012,114.78407099556537,290.3767317010214,179.86424426042825,321.54517104071056,0.0
43,90,Car,0.7463533878326416,808.374864562274,292.8180558659847,852.147398628702,319.65224068296726,3.701763412762264
43,75,Car,0.6805019974708557,669.3279333085757,285.6991168311812,694.9293871872705,304.0510668320128,0.8252390493301922
43,74,Car,0.8476094603538513,528.2493464924281,289.53668647436615,561.7353386016658,314.4908157344302,0.7581619938483305
44,93,Car,0.8217496871948242,94.65098536126419,290.82216662304916,164.05241609694144,323.53955193796503,74.32942592771735
44,90,Car,0.7253773808479309,807.8465230828348,293.32713162548913,852.867480495528,320.4419562801639,3.6451204008583753
44,75,Car,0.653628408908844,669.3359044590122,286.27379397560316,694.9063005063088,304.68840005513124,1.041384249052158
44,74,Car,0.8506940603256226,528.0633406263763,290.08369950030755,561.4308750529054,314.9555632622186,0.5332595675402785
45,93,Car,0.8052512407302856,71.91277525616022,291.82032171855496,146.12254188488424,326.32624232321643,75.18156300322718
45,91,Car,0.5342807769775391,325.26152012283984,288.45331710630256,345.8157581534767,302.5518450429433,25.429980653462703
45,90,Car,0.7830969095230103,808.2431235189084,294.11260300287813,853.681012521634,321.38433473294185,3.5466167271364375
45,75,Car,0.5158859491348267,669.5670723755036,287.50070627170675,694.8640636837101,305.93866512916946,1.9711688266314369
45,74,Car,0.8435186147689819,527.5911441562356,291.1331120535206,560.8804484893468,315.8818393506229,0.958710768523809
46,94,Car,0.418471097946167,214.2330725775476,290.83588979472574,237.25312543459665,304.86177121070773,0.0
46,93,Car,0.7645695805549622,47.17794679966042,291.92935063522043,126.89035058674583,328.3277422889048,74.7155173993946
46,91,Car,0.5008482933044434,322.03810879471956,289.0329582984771,343.0534410403665,303.4734679823869,25.401093611589467
46,90,Car,0.7958042621612549,809.2271628488277,294.8119298971672,855.2365008144807,322.2713744518339,3.744508209030494
46,75,Car,0.5754456520080566,669.9145014236314,288.4865232304877,695.7961380026965,306.8370888457481,2.8776227436505724
46,74,Car,0.8491910099983215,527.4756446635957,291.9770197895367,560.6768372207622,316.57096811508825,1.397663871769564
47,94,Car,0.46389296650886536,210.2505536610405,291.3517684038257,232.06212676469949,305.28415469382145,44.675966725756474
47,93,Car,0.8170167803764343,19.280338172183576,292.3436821648058,104.61856450959952,330.54674760063943,75.5786263411054
47,91,Car,0.5321319103240967,319.073759975027,289.6180803890678,340.47841143136907,304.4120916985527,24.971450312335925
47,90,Car,0.6988034248352051,809.8437231035603,295.2495279818349,856.4890986587902,322.7995652071249,4.189008423496196
47,75,Car,0.559760570526123,670.2415138481356,288.98081119974654,696.8115400412287,307.37149942067583,3.407665348593611
47,74,Car,0.8537024259567261,527.4614193996555,292.5730789535476,560.5297086335371,317.06317424773096,1.772928218850511
48,93,Car,0.8409906029701233,-2.266998704233714,292.90801081545476,82.91563713819772,332.0587624162449,73.92854591418637
48,91,Car,0.5367722511291504,315.9255099880684,290.0032144009806,337.5750933853472,305.1178632194876,24.76757009678118
48,90,Car,0.7516141533851624,810.4931111143595,295.62721531816646,857.6546686801818,323.2267662809985,4.334453923772873
48,75,Car,0.5870641469955444,669.6787691671681,289.2324603248891,696.4548444375504,307.704477555792,3.69621508014701
48,74,Car,0.8514698147773743,527.417760253145,292.77430606763807,560.291731668187,317.16167790044625,2.040230220129108
49,93,Car,0.7345271706581116,-14.030407630321847,292.67472082881824,60.770014429024116,331.63213797824966,71.6795755395839
49,91,Car,0.4079809784889221,312.33888558051507,290.1564473866053,334.430999584693,305.5312883948538,24.84186902655663
49,90,Car,0.7824375629425049,810.6655981784052,295.3981381510249,858.621056525802,323.04589279184574,4.356882343560245
49,75,Car,0.596815288066864,669.5899896244948,289.2080180531542,696.3522611418882,307.6582143606797,3.751768971139114
49,74,Car,0.8578909635543823,527.4306709297721,292.7792925595435,560.2298077688506,317.048804226582,2.2783742014909953
50,90,Car,0.787799596786499,811.2806655903264,294.61647880508934,859.441456445038,322.42623354379526,3.9811899061240994
50,86,Car,0.46731775999069214,195.37553030161274,294.51321537149,232.5533617111666,316.45236846190494,0.0
50,75,Car,0.5873235464096069,669.5569979482672,289.0152075033331,696.0682442396986,307.47946672993265,3.416155513679045
50,74,Car,0.8551496863365173,527.3143746151005,292.4740517847935,559.9223592375087,316.6280365204396,2.12139241902827
51,90,Car,0.7641509771347046,812.4049966363052,294.59880840964865,861.1442175051793,322.458591388297,4.222908494122674
51,75,Car,0.6541220545768738,669.8240483098128,289.1461709106766,696.0814169809661,307.63429610642595,3.2066224376793238
51,74,Car,0.8532296419143677,527.4157089848104,292.61341988371504,559.9705185321134,316.6604729342451,2.012461191604945
52,90,Car,0.7555795907974243,813.9198650253819,294.97345729573027,863.153284441028,322.6516764178885,4.697300896596693
52,75,Car,0.6287146806716919,670.1741489058816,289.2909579989886,696.3087403481811,307.87105792812235,3.123810089308347
52,74,Car,0.8546175360679626,527.5639856957135,292.855774985609,560.0451317823303,316.7891310419631,1.911263872526582
53,90,Car,0.7915407419204712,815.2383552822421,295.5996834525352,864.5569901681929,323.4351032288209,5.333467651668633
53,75,Car,0.6170158386230469,670.4447930152085,289.9369306382029,696.513934133674,308.44908365621365,3.202717473051488
53,74,Car,0.8559852838516235,527.7991832021701,293.1893087887578,560.3368618156803,317.01800948063055,1.6818606437370942
54,91,Car,0.4162607789039612,293.55249119167235,292.0329719164667,318.5533934666133,308.1462846468216,25.53132263682706
54,90,Car,0.7573153376579285,815.582323793239,296.55212507685343,864.5710995470405,324.36356010357935,5.1285424144459935
54,75,Car,0.5432993769645691,671.0038636083693,290.60874461073246,696.7771573445132,309.1738848242066,2.8979589508557795
54,74,Car,0.8381274342536926,527.9085588763439,293.7851913961386,560.4523649461635,317.5216505478424,1.356557786602763
55,94,Car,0.5884220004081726,171.50703029620996,294.57461236082173,197.43987707760635,313.2691627031217,33.470257375498896
